;A;B;C;D;E;R
823;0.556987221;0.379747938;0.687608317;0.96415536;0.815159366;2
824;0.140671816;0.42783445;0.610098051;0.216914414;0.411860626;2
825;0.110931649;0.32287878;0.896736469;0.538072455;0.678734576;2
826;0.194216332;0.688177868;0.021877648;0.269027954;0.728092451;1
827;0.268323301;0.584757407;0.035897004;0.023083312;0.036107715;1
828;0.155187953;0.750005254;0.977328174;0.203737484;0.816462294;1
829;0.423140832;0.137093533;0.164078426;0.864309835;0.370492465;1
830;0.628443797;0.307044891;0.560689046;0.151960167;0.360386454;2
831;0.226937562;0.629671534;0.028358741;0.418762299;0.553266989;1
832;0.918481521;0.484182355;0.428910812;0.046536026;0.753279816;2
833;0.073753408;0.675138735;0.206827384;0.242899479;0.330343208;1
834;0.52358694;0.637792738;0.464523464;0.066317003;0.910510395;2
835;0.971474259;0.491616876;0.361105257;0.279464028;0.566947299;1
836;0.021619475;0.689559091;0.790093848;0.334738135;0.648135223;1
837;0.701921284;0.421070412;0.801529582;0.854014978;0.784099288;2
838;0.14451266;0.829101706;0.12202315;0.909218028;0.929766443;1
839;0.296200844;0.539924547;0.299132791;0.164828314;0.835993743;1
840;0.866127895;0.557159098;0.759923417;0.746633084;0.043152746;1
841;0.425018643;0.502732454;0.588450095;0.941464525;0.829315163;2
842;0.098394444;0.013279365;0.895757998;0.102764632;0.709428675;1
843;0.531905001;0.603756927;0.965097904;0.842908852;0.212782658;1
844;0.170463033;0.370866238;0.869250539;0.769609382;0.780944545;3
845;0.720467586;0.518751623;0.656930737;0.697849174;0.76759507;2
846;0.065568271;0.085999455;0.537933224;0.640248197;0.312683882;3
847;0.209524044;0.957605033;0.529196497;0.576945993;0.781283747;4
848;0.621657886;0.682047966;0.253817569;0.911395254;0.031767774;1
849;0.450321983;0.95954153;0.910749009;0.408822422;0.965014607;1
850;0.337370767;0.478818143;0.175388912;0.946394315;0.593347362;1
851;0.959051897;0.442075952;0.512669073;0.444686121;0.293640322;3
852;0.076651148;0.332477505;0.141356885;0.643562315;0.063429462;2
853;0.185651959;0.511628459;0.294804005;0.989271309;0.380390613;2
854;0.568541743;0.766725601;0.604178797;0.851834302;0.21366952;1
855;0.855368878;0.297972809;0.399790056;0.15128015;0.634026359;1
856;0.826930775;0.197320087;0.50154452;0.546449423;0.639857666;4
857;0.090749699;0.506561363;0.933677584;0.889666119;0.476173621;1
858;0.36110621;0.445125109;0.384851379;0.177055336;0.587700877;2
859;0.424196009;0.49501672;0.56859782;0.833942183;0.819975813;2
860;0.300501119;0.862316086;0.887809957;0.111366265;0.358324161;1
861;0.394411996;0.323738145;0.085860668;0.899381636;0.69042651;1
862;0.861693222;0.970065157;0.456235612;0.925991411;0.80062159;2
863;0.2280112;0.078711758;0.777078747;0.202777433;0.811407516;2
864;0.016746838;0.400034857;0.561016263;0.191687688;0.259897312;3
865;0.626181428;0.375397008;0.681553846;0.056457358;0.581346669;2
866;0.840030133;0.868525125;0.915767886;0.235463567;0.21400556;0
867;0.965878146;0.82383104;0.611083692;0.181442633;0.754971467;1
868;0.573586517;0.152179094;0.638173329;0.155494632;0.801046194;2
869;0.227076488;0.127986326;0.780406278;0.449367285;0.3738596;1
870;0.33386475;0.121310312;0.145633651;0.717871588;0.47107496;1
871;0.066242919;0.992086514;0.125460598;0.121439597;0.940582679;1
872;0.666323388;0.991400335;0.114829542;0.50801887;0.048658104;1
873;0.425532294;0.249965564;0.149932044;0.882070342;0.234020444;1
874;0.936882439;0.508776266;0.520663993;0.302076456;0.821068064;3
875;0.118043405;0.679960122;0.805136298;0.225303399;0.85481981;1
876;0.739720051;0.191413996;0.752540285;0.099909614;0.458205636;1
877;0.329376798;0.835390703;0.129827725;0.932939055;0.954777851;1
878;0.725455948;0.096558421;0.752557924;0.764137;0.626681373;1
879;0.710032849;0.140083128;0.797086249;0.680296768;0.312087793;1
880;0.32780654;0.958002185;0.758541998;0.215695762;0.768660721;1
881;0.49328335;0.360832605;0.095413443;0.440214931;0.254053462;1
882;0.74256851;0.548678326;0.765311432;0.938000245;0.196607212;1
883;0.939317978;0.722156902;0.004862044;0.125129345;0.456017606;0
884;0.420691814;0.437612997;0.382774743;0.694550527;0.222937795;2
885;0.931709444;0.681823058;0.002353209;0.590210729;0.701033208;2
886;0.754392773;0.904061912;0.605356463;0.294984772;0.347778309;1
887;0.838891537;0.962349544;0.619490631;0.930197726;0.201047956;1
888;0.279704364;0.619295404;0.893403138;0.932923664;0.953270222;1
889;0.460293587;0.057555913;0.157417951;0.816872403;0.12544745;1
890;0.260567745;0.562444322;0.649566961;0.251712975;0.800860252;2
891;0.595473952;0.765090067;0.886619507;0.230774224;0.250867062;0
892;0.806077787;0.281302857;0.062179492;0.469974497;0.247402571;1
893;0.503594793;0.116717054;0.098412704;0.936344706;0.150142813;0
894;0.754069874;0.970008375;0.934504069;0.291087012;0.683032852;0
895;0.033485905;0.277930353;0.092949938;0.291304353;0.49222992;1
896;0.199855271;0.783151982;0.080679888;0.698606467;0.585409154;2
897;0.776329607;0.695878995;0.457716947;0.323483485;0.090255506;2
898;0.113636771;0.445095343;0.980274603;0.12130923;0.740353501;2
899;0.440206711;0.592603814;0.429005992;0.228468691;0.012255002;1
900;0.607561976;0.275918249;0.952990857;0.591552644;0.785890403;3
901;0.747686307;0.610761152;0.188943226;0.718415524;0.411572047;1
902;0.82700621;0.639150263;0.478991115;0.440420293;0.148526335;2
903;0.64003129;0.969970268;0.504450873;0.04288392;0.847065026;3
904;0.717465365;0.617527209;0.862509224;0.051145474;0.358234213;0
905;0.591393714;0.790199847;0.153767616;0.95849189;0.635533171;1
906;0.115471009;0.15520104;0.255503313;0.534173787;0.790977685;2
907;0.72033004;0.495668576;0.287687392;0.191135976;0.543750544;1
908;0.489734642;0.16595912;0.727572164;0.376304331;0.974308653;1
909;0.216898836;0.30892232;0.849150127;0.838963742;0.87581161;2
910;0.128414603;0.040250953;0.697329856;0.614075966;0.487319286;2
911;0.936235187;0.67685316;0.791355297;0.597850323;0.939529219;2
912;0.316812933;0.15768994;0.855546287;0.797274887;0.296826517;1
913;0.661635936;0.072572301;0.08159353;0.452611598;0.759562141;1
914;0.053449639;0.388493315;0.39711798;0.594539174;0.938524856;4
915;0.477968317;0.101710959;0.540245108;0.163689733;0.883990321;2
916;0.809546078;0.45186472;0.163168144;0.294847846;0.583494428;1
917;0.540922303;0.742812089;0.287545493;0.407573705;0.933155744;1
918;0.758547078;0.656336162;0.578711164;0.499893505;0.243187059;2
919;0.760933782;0.41540715;0.034621321;0.552720009;0.185254522;2
920;0.922881495;0.185438887;0.649328022;0.450767991;0.388688234;1
921;0.592026062;0.04772073;0.897586444;0.757801006;0.778442927;1
922;0.41033791;0.838516406;0.893072565;0.335911424;0.906504991;1
923;0.668700719;0.046116643;0.311326838;0.567778068;0.409716989;2
924;0.221724866;0.697012723;0.901600151;0.187651457;0.508981381;1
925;0.013900623;0.911852825;0.811958356;0.016858384;0.576431065;1
926;0.686318397;0.312152901;0.066997329;0.819602756;0.887163156;1
927;0.649948607;0.466794847;0.241925503;0.116223919;0.075138828;1
928;0.8113593;0.275712572;0.006798616;0.24101646;0.848388684;1
929;0.673576729;0.385302616;0.665155538;0.296135526;0.6055601;2
930;0.709899633;0.717873309;0.517518306;0.679822211;0.258844584;3
931;0.629780989;0.005696391;0.20509303;0.791456639;0.447948672;1
932;0.12287733;0.618544799;0.153736121;0.01081914;0.798564985;1
933;0.948123795;0.022152214;0.238449283;0.301169862;0.482129615;1
934;0.0868884;0.132215828;0.58967778;0.591846663;0.435370464;3
935;0.505821753;0.708704459;0.446333231;0.422601657;0.467556366;2
936;0.633189428;0.353428376;0.069901673;0.308328899;0.584731632;1
937;0.224300243;0.055150728;0.069676822;0.730955378;0.490391774;1
938;0.210340182;0.72457465;0.440546901;0.461142013;0.923406127;2
939;0.890209254;0.752641153;0.424422533;0.307093284;0.874780481;1
940;0.478087688;0.542139511;0.066236069;0.068111825;0.077779061;1
941;0.202764071;0.954307692;0.598263388;0.512858191;0.505374132;2
942;0.873462073;0.69970405;0.682436718;0.901844575;0.003327793;1
943;0.794469102;0.671319352;0.586213932;0.247879878;0.489890325;1
944;0.084174514;0.473032214;0.119693133;0.543323895;0.894400995;2
945;0.880555796;0.870372599;0.107229048;0.551393122;0.362651213;1
946;0.163596746;0.516514312;0.590097605;0.828458155;0.39539195;2
947;0.951166937;0.718859314;0.372329441;0.943250129;0.607341055;1
948;0.587022774;0.512407251;0.781509105;0.514631541;0.442782051;1
949;0.564355762;0.548405134;0.1752044;0.884922623;0.705128197;1
950;0.756817402;0.988090429;0.858370326;0.0722404;0.827386641;1
951;0.119585184;0.452385292;0.795037748;0.260302035;0.39842478;1
952;0.424744383;0.055127442;0.80713081;0.091239693;0.628678105;1
953;0.982606266;0.058140957;0.076624086;0.320647183;0.94133707;1
954;0.782271102;0.16394407;0.953728414;0.655915622;0.497914003;1
955;0.632372604;0.708632502;0.485806928;0.937672903;0.872193119;2
956;0.944122487;0.383195727;0.487460325;0.790305193;0.008083767;3
957;0.258876785;0.327820158;0.791440271;0.88397282;0.134096013;1
958;0.093821272;0.766260888;0.542764794;0.200486305;0.64654556;2
959;0.440189164;0.398388739;0.018884139;0.760397911;0.345635205;2
960;0.782438877;0.481631242;0.036571736;0.926103915;0.815683457;1
961;0.864555081;0.896018012;0.320800264;0.895635251;0.648263528;1
962;0.632890977;0.123685327;0.16096183;0.218232642;0.37809045;0
963;0.125895781;0.873021091;0.93981576;0.190818127;0.128025117;1
964;0.013528818;0.206742418;0.397409389;0.184456146;0.934368962;1
965;0.602055061;0.447150897;0.291557014;0.598996377;0.844407276;3
966;0.846774466;0.375731354;0.046082107;0.360922253;0.122274261;1
967;0.195696111;0.121177572;0.198509673;0.545790417;0.222328393;2
968;0.556398528;0.096014398;0.654354564;0.694456052;0.062961293;1
969;0.849299492;0.149172937;0.199467732;0.193127833;0.4321857;1
970;0.814172456;0.127667738;0.108657119;0.465299873;0.461694296;1
971;0.695126755;0.673190372;0.329144275;0.725379645;0.216284199;1
972;0.927783257;0.084118929;0.991561899;0.492118442;0.116236065;1
973;0.125014618;0.160678777;0.413042704;0.569535633;0.784309385;3
974;0.286655311;0.763711188;0.604024879;0.733752128;0.672312279;2
975;0.263251362;0.480030689;0.262695382;0.410231095;0.888317943;2
976;0.984140172;0.40702582;0.4734432;0.623280693;0.950858177;4
977;0.008228881;0.654414247;0.869329667;0.410056843;0.370578094;1
978;0.681505336;0.794018227;0.281066174;0.820291021;0.447904489;1
979;0.14617466;0.211880116;0.249855145;0.476407783;0.013073616;1
980;0.247999916;0.217161699;0.354611958;0.909739236;0.307043779;1
981;0.74907315;0.578183857;0.009564941;0.087070666;0.074092962;0
982;0.929101256;0.710732668;0.339702826;0.008170097;0.942229688;1
983;0.196684409;0.993456538;0.290854969;0.390570703;0.133658705;1
984;0.670338964;0.602412858;0.706379451;0.825926394;0.717978425;1
985;0.433503226;0.035465129;0.218454636;0.011649905;0.161716091;0
986;0.420507581;0.440756324;0.26621756;0.870817854;0.195962984;1
987;0.330610228;0.908444681;0.235137687;0.111616452;0.322360367;1
988;0.82829397;0.706694808;0.642213797;0.744799179;0.729626322;1
989;0.889116065;0.155211618;0.610236675;0.772219504;0.491342048;1
990;0.131093851;0.172476186;0.170565658;0.093416331;0.486052564;1
991;0.888718196;0.943098374;0.511968937;0.058602211;0.148532331;2
992;0.374869249;0.414633978;0.438930382;0.004214443;0.836813744;3
993;0.466860883;0.356999438;0.623575387;0.737282862;0.936966256;2
994;0.798298068;0.027114375;0.404580368;0.984869992;0.826368096;1
995;0.521457863;0.695070709;0.176752337;0.724934069;0.657728904;1
996;0.679133582;0.920208037;0.940856865;0.898643088;0.03723049;0
997;0.429491078;0.850787215;0.058524405;0.948072267;0.369368789;0
998;0.741047482;0.795625455;0.644917708;0.678495751;0.903468846;1
999;0.334048996;0.888257664;0.236704746;0.68203352;0.15707036;1
1000;0.282231959;0.535231206;0.986413381;0.848935122;0.953144709;1
